,shortcode,date,hashtags,caption,locationid,lat,lng,age,ethnicity,gender,duration,movement,weight,comments,reps
59,BqbcXu8htFA,2018-11-21 04-29-48,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;delts;reardelts;chestday;chest;nevergiveup;biceps;triceps;bicepworkout;tricepsworkout;physiqueapparel;aesthetics;eatcleantraindirty;train;with;intensity,Front raises with plates is typically a progression exercise for dumbell front raises But I prefer this exercise only as a progression because mostly I have seen people doing it with momentum totally disrupting the form And also hurting their back So keeping the form tight is necessary keep your back straight dont use momentum take a weight that you can lift while breathing ✌️,UNK,UNK,UNK,0,UNK,UNK,30.22,UNK,-1,UNK,
60,BvjJ_4eArwd,2019-03-28 10-55-31,fitfam;fit;fitnessjourney;nevergiveup;fitness;fitnessmotivation;chestworkout;personaltrainer,Chest workout is the best way to relieve stress i believe 😂😂👀💪👍🐷,UNK,UNK,UNK,0,UNK,UNK,38.309,UNK,-1,UNK,
61,BvywklAnv7a,2019-04-03 12-21-05,fitnessjourney;nevergiveup;personaltrainer;fit;fitfam;fitness;fitnessmotivation,My clients just love me and hate me in same time 😂😂💪👍,UNK,UNK,UNK,0,UNK,UNK,12.709000000000001,UNK,-1,UNK,
62,BzNy1cVgCtS,2019-06-27 13-52-10,โอ;onemoretimetrainingroom;ขอโทดท;bodybuilding;trainer;เทรนเนอร;personaltrainer;เทรนเนอร;เทรนเนอร;ออกกำล;สอนออกกำล;ฟ;ฟ;fitness;ท,ช่วงนี้วินัยกลับมาดีเหมือนเดิม​หลังจากบ่นไป​ karin หน้าที่ของครูคือส่งลูกศิษย์​ให้ถึงฝั่ง​ ยังเปิดรับเทรนอยู่นะคับ​ เข้ามาคุยกัน​ ราคาพี่น้องคับ,UNK,UNK,UNK,0,UNK,UNK,30.93,UNK,-1,UNK,
63,Bx_7L9-HfSD,2019-05-28 08-05-03,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;delts;reardelts;chestday;chest;nevergiveup;biceps;triceps;bicepworkout;tricepsworkout;physiqueapparel;aesthetics;eatcleantraindirty;train;with;intensity,This is isolateral lat pull Down machine This is a great variation for the ones suffering from muscle imbalance Also retracting the scapula is another important thing to remember in this exercise for more information on this see my previous posts Another imp note to take into consideration is that dont overload the weight stack so that you have to swing or take momentum to pull Also keep the form tight and dont forget to breathe ✌️✌️fitnessfitfitnessmotivationfitnesslifestyle,223160498542941,22.30944,73.17999,0,UNK,UNK,23.78,UNK,-1,UNK,
64,By9vMCPH2SV,2019-06-21 08-14-50,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;delts;reardelts;chestday;chest;nevergiveup;biceps;triceps;bicepworkout;tricepsworkout;physiqueapparel;aesthetics;eatcleantraindirty;train;with;intensity,It is always not about lifting heavy But If you can lift heavy with the correct formyou can lift em obviously youll be sacrificing form But you shouldnt go extremely heavy that it goes completely wrongMachine squats are always a great variation Now here there are some details which you have to look after Now when your going very heavy 90° knee flexion is very much ok One more thing associated with this is that when your going too much downthe possibility of your hip getting detached from the supporting pad increases which puts a lot of pressure on your lower backsometimes anterior pelvic tilt happening due to pushing the weight with momentum instead only pushing through legs So 90°knee flexion is very favourable So keep your form tight and dont forget to breathe ✌️✌️fitnessfitfitnessmotivationfitnesslifestyle,223160498542941,22.30944,73.17999,0,UNK,UNK,42.532,UNK,-1,UNK,
65,BvcfabaBmGF,2019-03-25 20-47-05,nevergiveup;personaltrainer;bootcamps;fitfam;fit;fitness;fitnessjourney;peterboroughuk,The pain you feel today will be the strength you’ll feel tomorrow 💪👍🥊,800983196703045,52.57434,-0.24614,0,UNK,UNK,14.9,UNK,-1,UNK,
66,BnWe8JJgWt2,2018-09-05 16-34-50,personaltraining;befitbycosta;boxercise;strongladies;ladiesthatpounch;staysafe;fitness;fitnessjourney;peterborough,Coming soon Ladies Only Bootcamp Learn how to defend yourself Take your security in your own Hands personaltraining befitbycosta boxercise strongladies ladiesthatpounch staysafe fitness fitnessjourney peterborough lie,227561342,52.5833,-0.25,0,UNK,UNK,23.7,UNK,-1,UNK,
67,BrCc7l_HFGM,2018-12-06 08-00-34,sunshinecoast;sunnycoast;bodybuilding;strong;powerlifting;shredding;bulking;deadlift;bench;squat;legday;backday;chestday;abs;shredded;quads;ifbb;chest;workout;fitspo;fitness;motivation;shred;benchpress;fitfam;followforfollow,Supersetting the 75’s with the 525’s with background grunting 🤦‍♂️🤦‍♂️🤦‍♂️ transformationcoach,335125698,-26.72795,153.119,0,UNK,UNK,43.43,UNK,-1,UNK,
68,Bo828gDgnFf,2018-10-15 10-47-06,personaltraining;befitbycosta;workout;fitness;fitnessgoals;nevergiveup;nopainogain;HIITworkout;peterboroughuk,Awesome class with amazing people 😂💪💪👍👍,227561342,52.5833,-0.25,0,UNK,UNK,27.02,UNK,-1,UNK,
69,BzU676Pg_dD,2019-06-30 08-17-37,squats;fitness;gym;workout;legday;bodybuilding;powerlifting;fitnessmotivation;crossfit;fitfam;deadlift;motivation;training;fit;gymlife;squat;weightlifting;muscle;girlswholift;strength;strong;fitspo;powerlifter;benchpress;gains;deadlifts;gymmotivation;strengthtraining;abs;bhfyp,LEGDAY pt 2 😖 Kept the exercises simple and clean 🦍,UNK,UNK,UNK,0,UNK,UNK,59.933,UNK,-1,UNK,
70,BnvryYNlCHi,2018-09-15 11-31-41,FueledByGin;GinPower;bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;benchpress;powerlifting;strength;strong;strongisnotasize;girlswholift;strongnotskinny;gym;gymlife;learntoliftbootcamp;learntolifttraining,Huge PB 📈 for today on the Bench Press 🏋️‍♀️ She rocked up with a hangover after a few too many gins 🍸 last night and proceeded to smash out 60 kg for 8 reps 💪🔥 FueledByGin GinPower 😬😂😂,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,25.83,UNK,-1,UNK,
71,BshpkmZnjIf,2019-01-12 07-35-53,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;delts;reardelts;chestday;tricepsworkout;nevergiveup;biceps;triceps;bicepworkout;tricepsworkout;physiqueapparel;aesthetics;eatcleantraindirty;train;with;intensity,This unilateral rope push downs is a great variation for the people who suffer from muscle imbalanceActually I have the same problemSo here keep your form tight lock your elbow feel that squeeze in your tricep muscleAnd also dont forget to breathe ✌️fitnessfitfitnessmotivationfitnesslifestyle,UNK,UNK,UNK,0,UNK,UNK,37.0,UNK,-1,UNK,
72,Bw_e1ZPHun_,2019-05-03 07-42-47,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;delts;reardelts;chestday;chest;nevergiveup;biceps;triceps;bicepworkout;tricepsworkout;physiqueapparel;aesthetics;eatcleantraindirty;train;with;intensity,Why am I moving my elbow here 🤔🤔🤔 Lets discuss this small but very important detail in this post Now it is always advisable that when doing any type of elbow flexion whether with dumbbell or barbellthat keep your elbow fixed Now what I want to share with yall is that as anatomy says that upto 20° shoulder flexion is advantageous for particularly the bicep brachii But this doesnt sense that you can swing the barbell haphazardly So keep the form tight Keep your elbow fixed in the last moment of contraction of bicep in the concentric phase just squeeze hard as you can automatically that 20° flexion would happen Also dont forget to breathe ✌️✌️fitnessfitfitnessmotivationfitnesslifestyle,UNK,UNK,UNK,0,UNK,UNK,17.4,UNK,-1,UNK,
73,Boyvhu3hY10,2018-10-11 12-33-24,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitnesslife;fitnessjourney;fitfam;fitlife;fitspiration;weights;weighttraining;deadlift;trapbardeadlift;strength;strong;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,New PB for glasgow on the Trap Bar Deadlifts today 🏋️‍♂️📈 ⭐ 160 kg for a 10kg PB 💪 and that was after 5 working sets and a rep out Even more to come soon 🙌,552725738270459,55.8551675501,-4.2746841999,0,UNK,UNK,5.3,UNK,-1,UNK,
74,BuQ-bjiD0o9,2019-02-24 12-55-20,deadlift;deadlifts;power;powerlifting;powerliftinglife;lifting;gym;gymlife;puregymkirkstall;tattoos;benchpress;squats;fitnessmotivation;fitness;backworkout;backday;pushday;pullday;legday;bulk;bulking,This has been a goal of mine for some time Ab roll out from standing 💪🏻💪🏻,1020453330,53.816146771,-1.604297609,0,UNK,UNK,10.5,UNK,-1,UNK,
75,BwV7bRVAhXn,2019-04-17 04-13-39,legday;legpress;gym;fitness;melbournegym;melbournefitness;bodybuilder;gainz;bodybuilding;workout;gymmotivation;gymlife;gluteworkout;hamstringworkout;hardwork;grind;gymgrind,Moving some decent weight on the leg press today now just need more depth Four sets in total increasing weight and decreasing reps every set 12x160kg 10x200kg 8x240kg 6x280kg,1016517089,-37.9576111,145.0383301,0,UNK,UNK,17.169,UNK,-1,UNK,
76,B0o9lLgHBZU,2019-08-01 23-36-37,biceps;backday;armsandback;fitnesslife;fitnessmotivation;fitlife;whatsyourexcuse;goals;gains;workhard;trainhard;noexcuses;fitfam;girlswantgains;bodybuildinglifestyle;weightlossjourney;healthylifestyle;fitness;exercise;workoutmotivation;back,repost via from sweendogg BACK AND BICEPS▶️▶️▶️ Leggings Taylors XS White Sage 1️⃣Double Cable Extra Wide Lat Pulldown 3S68R 1 second pause at the bottom 3 second slow negative 2S1012R No pauseslow negative —Having such a wide pull here means you are not pulling until your elbows are touching yoursides Think about how your Scap and lats work together here The Pull is initiated from your scapula and followed through by your lats particularly crushing your teres major and minor armpit ish area Keep palms forward My extra large front delts cannot chill in this position 😬 2️⃣Bent Over Single Arm Dumbbell Row 4S68R Slight 2 second pause on each rep Keep Shoulder square to the floor and drive elbow towards hips 3️⃣ Close Grip Cable Pulldown 4S810R Pausing in The lengthened and shortened position I move forward with the stretch and back with contraction for a deeper range of motion elbows in tight 4️⃣Straight arm pulldown 4S1012R 5️⃣Supinated Pulldown with single Arm attachments 3S15R leaned back at a 45 degree angle pull handles apart as you pull down 6️⃣Concentrated Hammer Curls 3S1012R 7️⃣EZ Bar Curls 3S21 variation 7R bottom to 12 7R 12 to full 7 full,UNK,UNK,UNK,0,UNK,UNK,16.199,UNK,-1,UNK,
77,Bjr8qzFHOWT,2018-06-06 14-36-06,,Quick lil rear delt chat for you the wtf just happened to my music look is from not knowing this video was being taken 😂 It wasn’t until this past year that I realized what a rear delt was and that I needed to be specifically targeting themfor looks and for strength🤨 This seated fly machine has done a solid for me on this rear delt journey we call life 🕺🏼 A little tip that works for me You can see that my hand is open 🖐🏻 with my wrist resting on the machine and I’m not actually grasping or holding the handle 🤛🏻 I’ve found this helps me hit that hard to reach delt specifically instead of also engaging my forearms and shoulder blade area Track ID You and Me Ehrling,217117665,38.34243,-122.71018,0,UNK,UNK,13.0,UNK,-1,UNK,
78,BsNnEAtHLOJ,2019-01-04 12-30-47,personaltrainer;backworkout;nevergiveup;fitnessmotivation;fitnessjourney;strongwomen;fitnessjourney;nopainnogain;energiefitnesspeterborough,It’s so important to train your back muscles for posture because most of us sit all day long at work and our shoulders tend to roll forward Doing more pulling exercises of the upper back traps lats and also your rear deltoids will fix this 💪👍,800983196703045,52.57434,-0.24614,0,UNK,UNK,25.229,UNK,-1,UNK,
79,BzCETOKlUMa,2019-06-23 00-33-39,fitness;workout;gymflow;gymmemes;Bodybuilding;ifbbpro_behrooztabani;fitness;workout;gymflow;gymmemes;Bodybuilding;sexybut;sexybreast;biggerboobs;thighworkout,Fitnesspack,UNK,UNK,UNK,0,UNK,UNK,27.1,UNK,-1,UNK,
80,BSQqgBDAunW,2017-03-30 11-20-34,lowcarbs;highprotein;strong;cutting;gym;gymselfie;lifting;weights;heavylifting;hiit;hiitworkout;healthy;weightloss;weightlossjourney;weightlifting;lowcarb;bodybuilding;sixpackabs;musclebuilding;abs;fullbodyworkout;gymrat;newbalance;tattoos;tatts;eatclean;eatcleantraindirty;cleaneating;intermittentfasting;fasting,Can finally do the 1 arm pull up,230466545,,,0,UNK,UNK,14.748,UNK,-1,UNK,
81,BhtJcUUF8oe,2018-04-18 08-41-39,highprotein;bodybuildingmotivation;benchpress;lifting;gymselfie;flexing;armsworkout;arms;biceps;power;powerlifting;deadlift;fitfam;abs;fitnessmotivation;motivation;pushworkout;workoutmotivation;workout;gymlife;fitness;fitfam;transformation,New PB 80kg for 2 I’m working towards 100kg OHP for 1RM hoping to get it in 2 months,1045775898900388,53.80351,-1.5799399,0,UNK,UNK,22.0,UNK,-1,UNK,
82,BwUE4_rnP0B,2019-04-16 10-54-35,powerlifting;conventionaldeadlift;squats;sbd;addidas;exercise;lifting;lightweight;easy;sumodeadlift;fitness;fit;loadedlifting;deadlift;benchpress;quads;smallcalves;legworkout;fitness;personaltrainer;fitnessmotivation;motivation;pioneer;barbell;barbellbrigade;chest;chestday,Never thought my conventional would almost catch up to my sumo but 200 x 2 for a very big PR and it moved quick excited to see where my sumo is at now,249703460,-31.86515,115.89625,0,UNK,UNK,9.43,UNK,-1,UNK,
83,BzJK3iAHBZZ,2019-06-25 18-47-21,fitlife;bodybuilder;girlswholift;gainZ;picoftheday;bicepworkout;lifestyle;exercise;repost;ripped;tattoo;training;health;flexfriday;veins;shoulders;instagood;workoutmotivation;pumped;muscular;mondaymotivation;back;photooftheday;gainz;inkedmen;legday;instafit;strong;bodybuildingmotivation;body,Finishers for today 🦍 Legs tomorrow phoenix1989 you ready,221309383,52.4083333333,0.5566666667,0,UNK,UNK,52.36600000000001,UNK,-1,UNK,
84,BpyLCm7nD3j,2018-11-05 03-48-40,fitness;fit;fitnessmotivation;fitnesslifestyle;hardwork;back;instafitfam;instagram;instafitness;thefitnessnet;fitnessphysique;fitnesslover;gymislife;fitstagram;instamuscle;delts;chestday;nevergiveup;biceps;bicepworkout;physiqueapparel;aesthetics;train;with;intensity;hips;legpress;no;ego;training,Leg press is an exercise which targets all your adductors abductors bicep femoris your hip flexors So If you want to have a complete development of your lower body Then you have to train all the above muscles And there is nothing mandatory that pushing 10 plates will give you the pump Its about the intensity More the intensity more will be the growth despite using less weight Keep your form tight let your hip to flex as much as it can ielower the weight in the concentric part upto your chest dont forget to breathe ✌️,UNK,UNK,UNK,0,UNK,UNK,31.14,UNK,-1,UNK,
85,BgwFMq_hCVY,2018-03-25 15-30-47,fitness;fit4lesspeterborough;weightloss;fitnessjourney;fitnessmotivation;peterborough;personaltrainer;befitbycosta,If you can dream it you can do it If you want to be more healthy and fit come to me to Personal Training at Fit4less or contact me at 07785611446,800983196703045,52.57434,-0.24614,0,UNK,UNK,60.0,UNK,-1,UNK,
86,BjhdktDhCAj,2018-06-02 13-00-55,bootcamp;glasgow;personaltraining;personaltrainer;training;fatloss;weightloss;musclebuilding;fitness;fitnessmotivation;fitfam;fitlife;instafit;instafitness;weights;weighttraining;lunges;bootybootybooty;gluteworkout;glutesworkout;glutes;abs;strength;strong;girlswholift;gym;gymlife;learntolift;learntoliftbootcamp;learntolifttraining,Some of the highlights from the Leg Core Circuit performed during this mornings bootcamp 💪🔥🏋️🏋️‍♀️ Nothing like a bit of good old fashioned hard work to get the weekend off a great start 🎉🍻🥂,1441672392612341,55.8551881117,-4.2748044128,0,UNK,UNK,22.0,UNK,-1,UNK,
87,BzP7tkhgEnE,2019-06-28 09-48-51,สนใจจะให;เทรนไม;ทำงานเก;ไม;โอ;onemoretimetrainingroom;ขอโทดท;bodybuilding;trainer;เทรนเนอร;personaltrainer;เทรนเนอร;เทรนเนอร;ออกกำล;สอนออกกำล;ฟ;ฟ;fitness;ท,อย่าคิดว่าการออกกำลังกายเป็นภาระ​ คิดว่ามันเหมือนการอาบน้ำ​ ที่คนเราต้องอาบน้ำ​ ที่ควรทำทุกวัน​ อย่าคิดว่าเรายังไม่อ้วน​ ไม่ต้องออกกำลังกายก็ได้​ มันช่วยให้ร่างกายแข็งแรง​ ไม่เหนือยง่าย​ ร่างกายเราทุกคนต้องการการออกกำลังกาย,UNK,UNK,UNK,0,UNK,UNK,44.035,UNK,-1,UNK,
88,BzkOO5JHjpX,2019-07-06 09-18-28,,Proper shit depth buuuut pretty happy with myself getting under the 75’s and slowly growing some filthy shoulders,1987326174923317,-37.90046,145.13768,0,UNK,UNK,31.533,UNK,-1,UNK,
